N1;N2;N3;N4;N5;E1;E2;HasWin
44;16;48;30;45;9;11;0
44;34;20;34;15;3;3;0
12;36;2;9;45;5;9;0
36;20;40;33;19;5;6;0
40;5;3;8;39;2;8;0
46;2;34;3;2;2;5;0
17;27;45;43;8;0;6;0
43;37;16;13;36;4;4;0
44;38;27;8;27;3;10;0
46;4;17;22;5;1;5;0
5;24;23;13;45;7;4;0
40;2;14;33;43;4;11;0
27;8;6;6;34;11;7;0
28;36;5;41;6;3;5;0
38;47;29;13;28;7;7;0
40;5;31;42;33;11;7;0
7;21;10;46;0;10;4;0
13;47;47;40;32;7;0;0
19;44;8;1;41;7;2;0
12;3;40;36;27;9;8;0
48;49;24;1;7;10;10;0
40;32;40;45;40;3;2;0
34;9;18;3;19;4;8;0
7;40;31;20;30;7;1;0
39;23;45;17;43;9;3;0
17;9;12;7;15;7;0;0
18;27;5;21;9;0;4;0
3;5;37;43;24;8;5;0
33;47;6;2;46;3;11;0
7;26;44;37;24;11;8;0
28;24;28;19;36;11;1;0
43;13;24;36;13;11;1;0
17;7;46;39;9;6;0;0
6;39;48;30;7;9;4;0
32;20;6;18;31;6;9;0
42;9;7;22;7;9;5;0
37;9;3;49;13;6;11;0
41;7;14;16;9;8;3;0
18;38;5;22;48;7;5;0
48;33;18;48;38;8;4;0
40;16;49;3;29;8;11;0
2;5;19;20;16;0;10;0
28;26;44;36;40;9;0;0
18;16;10;48;33;5;8;0
31;3;16;33;22;7;1;0
25;21;23;7;34;11;5;0
30;29;40;21;42;3;3;0
40;13;44;11;22;5;9;0
22;48;10;46;27;7;6;0
1;28;21;37;40;7;4;0
10;49;47;22;28;9;5;0
41;4;37;11;40;9;9;0
22;41;5;15;18;5;10;0
35;5;38;39;40;10;2;0
32;1;15;6;39;6;4;0
35;28;32;24;22;0;10;0
37;20;17;4;2;8;1;0
31;42;25;21;49;10;0;0
19;11;14;25;44;7;10;0
39;9;1;8;10;8;9;0
37;48;42;33;47;2;6;0
44;38;34;31;12;9;11;0
30;8;17;24;12;9;9;0
45;24;13;28;49;6;11;0
13;10;30;37;27;9;10;0
45;27;38;16;41;5;3;0
36;46;5;47;21;5;5;0
33;33;27;1;24;7;9;0
13;34;10;8;30;10;3;0
12;20;9;26;32;9;11;0
25;33;1;17;33;9;10;0
0;22;11;27;3;4;2;0
13;3;24;47;35;0;1;0
40;34;19;11;2;5;7;0
25;8;44;27;46;3;6;0
16;37;35;2;4;5;0;0
1;12;20;12;48;9;3;0
22;38;47;18;31;2;9;0
28;5;35;1;3;7;11;0
23;2;20;10;29;3;3;0
19;16;46;25;27;2;2;0
44;0;24;14;15;4;7;0
22;20;47;33;24;3;7;0
29;4;32;28;40;10;7;0
5;7;22;3;4;6;5;0
34;15;48;37;27;5;10;0
46;37;9;21;40;3;9;0
8;45;8;43;26;11;2;0
39;40;31;7;28;10;11;0
28;47;38;15;25;10;0;0
18;23;29;48;1;9;5;0
13;7;30;12;38;7;10;0
35;3;23;24;0;10;4;0
21;17;29;5;44;4;5;0
32;23;4;5;27;4;0;0
44;4;47;27;32;0;0;0
22;26;49;30;20;3;6;0
6;19;1;48;26;6;5;0
29;28;17;28;1;0;8;0
35;26;48;41;19;3;8;0
44;43;33;31;32;10;1;0
8;48;8;13;42;10;9;0
15;2;32;36;37;10;4;0
21;12;28;0;33;4;7;0
0;14;0;25;39;4;0;0
40;27;17;17;43;1;11;0
14;13;14;25;30;0;10;0
30;39;40;21;16;5;9;0
20;21;43;44;30;7;2;0
4;46;7;47;17;2;3;0
7;31;2;28;23;10;4;0
31;30;35;10;1;5;3;0
18;31;41;47;38;7;2;0
7;12;32;3;7;11;6;0
29;14;10;38;5;0;11;0
44;24;18;19;19;8;3;0
18;33;23;6;46;4;4;0
31;16;2;21;15;4;0;0
9;35;48;16;24;3;7;0
23;14;13;0;6;2;8;0
10;14;19;47;4;3;3;0
31;0;30;36;8;2;4;0
7;15;45;6;41;10;2;0
35;12;21;18;30;4;1;0
46;7;33;43;33;0;5;0
42;42;27;35;32;8;10;0
16;39;16;36;42;6;3;0
37;39;26;35;45;11;10;0
34;35;39;40;7;7;5;0
40;0;20;46;7;7;10;0
25;43;28;34;45;7;5;0
13;17;39;19;20;5;5;0
8;4;45;16;40;1;4;0
36;42;8;21;9;11;5;0
28;3;5;19;11;5;11;0
44;28;8;5;38;5;4;0
22;29;13;26;4;1;4;0
4;47;24;22;7;7;3;0
35;20;43;5;20;4;5;0
46;6;29;7;13;1;7;0
0;19;13;0;11;7;10;0
22;18;43;29;4;10;9;0
14;25;26;41;28;8;1;0
1;14;21;3;43;1;7;0
1;48;1;36;48;6;7;0
1;9;0;29;19;4;9;0
37;28;31;31;10;11;11;0
21;1;41;39;30;10;9;0
3;31;44;10;24;11;9;0
17;27;14;2;5;4;2;0
35;35;12;3;16;1;2;0
6;31;45;35;3;6;1;0
39;14;28;15;3;3;3;0
6;2;44;33;19;0;5;0
9;26;15;33;11;1;8;0
25;12;43;4;40;0;5;0
30;29;43;12;6;5;5;0
13;34;38;35;22;3;5;0
4;36;4;5;33;6;3;0
14;13;13;14;24;8;7;0
1;7;3;12;3;10;0;0
20;22;2;47;27;8;4;0
14;45;13;21;32;4;1;0
22;28;6;3;27;9;0;0
12;19;4;25;39;6;2;0
16;40;15;36;38;0;4;0
44;20;0;9;46;0;5;0
48;24;18;29;16;8;3;0
2;23;12;39;33;3;7;0
4;15;41;31;26;0;7;0
13;5;46;47;18;6;3;0
34;8;42;8;6;11;8;0
37;1;12;49;8;5;1;0
45;36;29;46;24;2;6;0
15;10;30;17;31;2;6;0
46;14;15;44;17;10;0;0
33;44;48;44;30;9;9;0
47;17;12;2;33;1;6;0
35;21;35;8;5;6;0;0
4;12;46;9;11;2;7;0
49;36;40;2;1;4;6;0
9;48;7;5;47;7;1;0
14;6;16;3;27;7;11;0
28;19;40;44;12;2;9;0
5;26;9;33;43;6;4;0
44;2;1;16;36;9;3;0
35;7;23;38;19;6;7;0
19;19;0;23;1;9;7;0
2;0;15;29;6;7;4;0
29;9;18;41;19;11;0;0
5;36;21;17;36;1;10;0
49;25;28;42;28;2;8;0
23;45;32;43;4;7;4;0
26;45;43;13;46;6;11;0
49;25;7;25;49;2;8;0
45;20;26;25;22;6;3;0
18;16;7;2;49;4;10;0
37;33;22;22;20;0;3;0
42;28;6;27;40;10;5;0
9;42;37;10;12;4;0;0
38;19;16;31;10;9;11;0
23;35;30;48;46;4;7;0
30;11;15;22;47;2;10;0
12;19;8;47;5;1;2;0
44;20;22;6;37;3;11;0
38;37;47;7;42;7;1;0
29;16;26;29;30;0;3;0
22;3;23;29;17;6;0;0
21;49;45;1;32;6;1;0
38;18;42;25;45;2;2;0
15;1;5;15;49;7;0;0
38;4;36;12;37;11;8;0
8;37;33;44;28;5;8;0
8;17;6;16;42;6;9;0
8;28;36;36;32;11;8;0
30;29;0;35;32;8;4;0
39;36;31;11;16;8;9;0
38;33;35;13;1;0;0;0
25;12;36;17;43;9;8;0
32;49;48;31;40;0;5;0
5;9;1;38;42;1;0;0
29;25;16;49;28;2;6;0
1;1;40;49;13;10;10;0
33;26;21;8;18;11;4;0
36;5;13;35;46;11;6;0
33;17;27;20;1;10;6;0
25;0;32;30;36;10;6;0
11;39;43;3;44;6;11;0
3;42;7;5;4;6;8;0
31;24;7;36;45;6;11;0
35;49;20;47;45;0;4;0
6;30;12;36;44;6;10;0
37;4;37;35;8;11;10;0
30;43;30;24;6;4;9;0
15;39;32;46;42;8;6;0
17;4;26;24;3;10;2;0
26;24;46;5;11;5;5;0
11;10;46;31;4;4;3;0
17;20;12;44;6;6;6;0
9;10;22;2;10;1;11;0
29;22;7;32;13;4;7;0
13;28;30;22;24;0;2;0
25;12;38;5;22;4;8;0
1;17;7;1;5;8;7;0
38;14;19;25;35;3;3;0
7;3;19;24;11;2;9;0
22;32;33;39;16;7;3;0
28;31;38;3;15;8;7;0
39;45;22;23;8;1;10;0
24;30;0;6;40;7;8;0
26;20;9;0;29;1;10;0
20;39;2;8;17;7;3;0
21;3;6;15;27;1;5;0
47;24;19;1;24;8;3;0
9;35;15;1;18;9;7;0
13;8;43;12;17;8;5;0
14;37;30;23;15;5;0;0
29;4;39;37;1;5;4;0
21;32;34;9;16;6;3;0
25;9;16;25;40;1;6;0
18;4;3;6;26;10;5;0
41;42;49;8;20;1;4;0
21;47;48;45;13;6;11;0
17;33;30;1;19;2;2;0
34;31;46;30;27;11;9;0
10;49;37;7;3;10;3;0
24;33;46;30;6;8;0;0
6;1;40;8;37;10;1;0
40;32;24;30;45;1;9;0
39;20;25;8;8;11;3;0
43;2;2;5;44;4;1;0
24;21;15;49;26;1;0;0
42;10;21;32;18;8;5;0
29;12;38;19;42;7;1;0
17;22;17;15;36;3;10;0
35;45;23;0;4;2;5;0
3;17;37;16;4;2;5;0
8;5;39;21;8;6;0;0
27;39;40;13;26;5;4;0
5;30;2;14;4;1;4;0
39;33;23;5;1;5;10;0
16;1;15;23;33;3;5;0
2;37;0;36;30;10;8;0
12;38;26;22;24;9;8;0
14;0;27;14;6;3;2;0
12;13;46;9;25;5;4;0
26;43;40;6;32;0;0;0
34;42;12;36;13;0;4;0
8;2;14;39;3;10;5;0
39;2;17;12;46;3;9;0
20;11;13;48;21;8;3;0
16;45;6;32;30;3;8;0
20;26;42;39;40;2;7;0
12;0;33;14;45;1;4;0
31;9;25;7;26;2;10;0
18;13;45;1;19;2;2;0
10;44;33;31;48;7;5;0
17;31;19;15;20;6;8;0
42;29;45;13;17;6;0;0
15;33;33;17;5;9;10;0
32;37;0;28;27;6;3;0
4;33;16;0;26;8;0;0
26;13;28;5;18;4;0;0
11;26;10;36;29;4;1;0
9;9;23;33;14;9;11;0
8;31;7;22;30;4;11;0
4;25;48;26;12;4;0;0
41;18;16;9;32;8;3;0
28;29;11;27;22;8;7;0
18;46;21;20;10;11;3;0
38;34;19;15;48;8;7;0
4;40;48;0;30;10;8;0
28;15;10;22;38;7;6;0
1;33;9;38;43;0;0;0
48;13;28;35;14;3;7;0
45;48;15;9;19;9;4;0
43;25;25;24;20;9;11;0
19;6;28;27;47;3;7;0
26;7;39;48;17;3;9;0
15;42;36;23;6;11;10;0
3;0;20;23;24;0;8;0
20;41;7;34;40;0;0;0
44;29;9;44;15;1;9;0
22;2;37;24;43;1;1;0
43;38;39;39;48;6;1;0
30;12;36;32;43;2;1;0
3;25;31;9;7;11;2;0
32;40;21;45;24;1;7;0
40;47;27;6;6;2;10;0
46;10;42;35;43;6;8;0
25;37;1;26;23;8;5;0
9;18;20;13;22;5;8;0
43;37;10;46;34;11;4;0
39;34;35;34;12;5;6;0
49;46;42;2;22;7;10;0
40;31;30;44;32;11;9;0
32;5;29;34;18;7;1;0
48;33;44;38;5;1;1;0
44;36;14;2;49;3;2;0
2;30;24;44;13;6;2;0
8;24;22;33;4;0;8;0
15;17;21;49;22;1;7;0
24;49;28;24;20;5;11;0
7;15;8;23;47;2;0;0
40;26;42;21;31;2;3;0
6;9;34;20;16;7;5;0
31;12;48;48;31;5;4;0
32;13;46;30;4;8;10;0
21;7;37;44;30;1;1;0
45;6;43;14;29;5;9;0
7;20;38;31;39;9;2;0
26;45;42;3;18;1;9;0
5;34;4;2;41;2;2;0
17;1;41;33;37;11;5;0
32;35;32;15;5;5;9;0
37;47;26;19;11;7;4;0
29;5;36;9;11;1;7;0
6;20;31;10;31;8;10;0
5;10;34;38;42;8;7;0
38;13;37;1;23;2;0;0
11;1;19;27;10;8;8;0
11;7;17;35;25;5;2;0
49;48;9;26;12;8;2;0
39;34;28;34;22;2;3;0
34;11;45;5;5;6;5;0
36;15;2;7;25;0;6;0
1;47;27;7;4;0;11;0
44;41;14;22;35;2;9;0
8;6;0;27;38;7;2;0
13;22;29;19;22;3;11;0
22;23;49;18;39;1;9;0
7;29;23;16;3;7;11;0
1;45;19;42;3;0;10;0
18;16;20;11;48;2;6;0
28;23;45;8;21;3;4;0
20;1;6;29;15;9;1;0
45;37;42;24;30;2;8;0
27;12;24;18;1;8;0;0
39;7;43;8;0;3;9;0
10;43;27;23;38;2;3;0
36;13;48;12;5;8;10;0
18;6;42;10;49;6;7;0
28;10;18;29;27;2;11;0
28;32;44;44;26;5;10;0
40;13;18;29;17;1;10;0
4;46;15;44;6;11;0;0
22;10;43;39;0;7;10;0
47;36;5;36;33;10;0;0
18;13;5;2;40;7;7;0
47;39;40;17;25;11;1;0
38;43;25;7;37;7;4;0
48;44;10;38;31;3;5;0
32;26;26;30;17;6;5;0
35;17;45;9;33;10;2;0
33;17;24;34;47;5;8;0
33;21;49;31;38;5;0;0
10;45;5;9;48;11;1;0
24;44;12;22;3;0;9;0
4;49;31;13;30;0;3;0
23;47;31;23;7;9;4;0
25;24;15;39;26;8;11;0
1;4;34;20;20;9;3;0
46;42;49;42;14;3;6;0
16;27;37;19;31;0;11;0
44;40;19;32;15;3;2;0
19;41;45;31;36;11;11;0
29;11;16;1;43;6;8;0
36;43;16;0;4;0;1;0
41;37;21;21;8;9;2;0
19;13;23;0;36;2;0;0
15;42;10;35;33;9;6;0
37;34;4;41;10;6;1;0
26;36;47;1;2;11;10;0
29;12;19;26;3;6;10;0
28;24;9;14;14;11;10;0
44;43;3;21;38;9;9;0
41;40;36;6;13;5;11;0
25;13;13;46;14;8;7;0
12;7;0;8;24;11;2;0
21;30;48;11;43;7;10;0
1;25;25;28;41;8;10;0
15;38;10;13;30;10;2;0
4;48;18;37;4;11;4;0
41;22;12;47;4;3;1;0
2;46;19;47;35;4;9;0
36;36;2;44;31;0;8;0
33;30;13;19;4;0;4;0
33;33;42;2;46;11;4;0
8;48;18;11;41;7;3;0
18;43;49;7;47;9;0;0
10;16;27;9;17;3;6;0
10;5;45;41;49;11;2;0
9;30;10;13;12;6;8;0
15;43;22;35;32;8;3;0
17;21;30;0;18;2;3;0
40;32;3;7;34;7;5;0
45;0;36;26;29;6;10;0
33;43;47;6;1;6;4;0
11;38;20;38;35;3;10;0
3;17;7;20;14;0;9;0
39;20;26;34;21;6;8;0
36;23;46;34;47;7;0;0
47;2;4;23;47;2;11;0
0;48;25;14;47;7;4;0
31;32;25;32;28;1;10;0
27;22;5;39;22;5;2;0
21;48;14;4;49;1;2;0
34;1;23;8;10;8;1;0
8;28;0;8;6;5;4;0
17;32;39;43;42;9;9;0
18;49;47;40;46;9;3;0
33;11;45;37;41;9;7;0
24;36;40;18;15;0;8;0
20;46;17;1;27;5;1;0
45;41;1;46;24;5;4;0
41;20;25;8;44;4;5;0
49;35;47;38;13;10;3;0
2;47;40;28;2;8;8;0
18;26;43;43;43;7;0;0
18;22;33;46;42;1;9;0
17;19;1;47;8;11;11;0
4;7;39;23;43;9;5;0
5;17;10;5;6;8;2;0
9;20;21;26;12;2;7;0
26;35;15;43;39;1;7;0
27;23;20;35;13;0;0;0
4;36;26;29;47;0;7;0
49;28;10;29;40;0;8;0
5;10;10;26;28;4;1;0
9;17;0;37;45;4;4;0
43;4;19;17;14;6;10;0
16;21;47;36;24;0;0;0
46;25;10;2;15;2;11;0
6;21;11;39;6;4;7;0
20;31;35;22;27;7;0;0
5;49;1;29;12;4;0;0
14;11;40;20;29;6;8;0
48;13;10;14;10;2;7;0
35;4;24;31;37;2;2;0
12;32;19;24;3;11;10;0
32;39;2;5;8;6;2;0
40;5;40;15;33;9;10;0
29;39;13;14;34;11;3;0
48;38;15;18;22;0;4;0
7;31;22;24;16;6;5;0
8;22;18;7;3;11;10;0
33;13;5;27;3;1;3;0
46;24;44;48;37;0;9;0
30;6;10;2;31;10;2;0
40;43;17;38;34;6;5;0
26;35;4;24;35;9;1;0
44;18;1;29;14;9;8;0
29;13;4;34;41;10;1;0
46;3;48;15;11;3;0;0
41;22;48;27;38;9;9;0
26;28;15;26;43;9;2;0
28;24;25;30;29;0;9;0
7;1;3;45;4;2;0;0
24;2;4;7;27;1;3;0
14;41;12;39;49;9;9;0
26;21;41;29;49;9;5;0
49;19;35;3;41;10;10;0
45;15;32;21;32;4;2;0
11;13;36;9;2;3;9;0
6;20;5;19;31;4;1;0
30;2;26;19;30;8;5;0
45;21;36;48;16;7;8;0
23;47;19;33;40;4;2;0
19;0;40;3;13;9;5;0
48;6;48;45;27;2;5;0
27;6;25;9;37;11;4;0
11;45;43;25;18;10;2;0
27;2;33;17;48;6;6;0
6;11;35;14;42;8;4;0
36;30;11;6;37;4;6;0
43;48;17;5;28;10;3;0
14;7;29;45;47;0;0;0
2;8;33;19;43;7;7;0
1;36;12;4;23;7;8;0
26;30;36;47;22;5;10;0
39;6;40;44;46;7;1;0
15;29;25;47;18;7;1;0
9;19;20;47;19;4;3;0
13;39;48;5;12;11;10;0
46;40;22;38;16;5;2;0
38;16;13;21;0;10;6;0
25;47;15;45;30;4;7;0
13;26;49;2;47;0;3;0
22;37;9;38;11;5;4;0
8;0;1;9;32;5;10;0
25;6;4;29;34;0;6;0
2;32;45;6;2;0;8;0
44;40;3;1;49;4;7;0
24;8;23;25;15;3;6;0
8;41;7;3;25;7;7;0
18;17;5;36;19;7;6;0
9;40;14;17;12;1;9;0
45;22;7;16;0;2;0;0
1;9;37;12;33;7;10;0
38;18;33;29;21;2;3;0
19;31;8;23;8;11;8;0
18;42;34;49;25;10;7;0
21;7;44;13;11;1;5;0
18;38;9;1;22;6;3;0
21;39;37;42;14;7;4;0
15;43;12;23;25;9;10;0
42;3;30;23;31;8;0;0
37;19;26;16;23;7;7;0
15;39;0;23;10;4;0;0
17;28;26;0;40;3;5;0
49;22;21;21;27;3;2;0
24;6;40;19;4;9;8;0
1;16;30;0;35;5;8;0
14;3;26;39;39;2;2;0
48;47;6;13;6;2;1;0
24;44;1;25;10;7;8;0
44;9;48;43;38;0;2;0
4;29;38;16;44;7;9;0
42;45;13;39;10;5;11;0
28;39;49;41;49;3;5;0
27;49;7;29;39;5;3;0
39;1;37;43;35;6;5;0
22;27;9;16;13;11;1;0
22;31;25;34;21;2;9;0
27;28;6;23;46;3;2;0
32;0;17;24;35;6;6;0
37;24;23;31;3;3;3;0
46;31;42;18;39;1;3;0
32;28;27;29;7;11;11;0
36;45;17;6;49;9;8;0
15;0;17;4;45;5;10;0
21;34;44;37;25;9;7;0
26;9;11;14;29;1;3;0
32;18;10;2;12;2;7;0
40;17;12;28;48;1;6;0
3;34;2;20;5;9;1;0
14;6;43;5;2;2;3;0
12;20;44;20;9;8;11;0
11;16;19;13;24;6;7;0
18;15;2;1;12;7;5;0
21;14;20;23;20;6;4;0
7;12;42;44;33;4;0;0
40;1;40;22;47;8;2;0
47;5;11;31;34;0;1;0
7;3;34;3;29;0;3;0
18;40;40;34;9;0;2;0
31;27;27;44;4;0;1;0
22;8;11;43;43;6;0;0
18;18;33;7;16;10;0;0
23;29;2;38;7;8;5;0
31;17;14;4;37;11;3;0
31;39;28;23;44;2;3;0
25;23;24;9;18;6;7;0
0;26;23;6;34;4;5;0
13;5;10;24;14;3;5;0
8;9;32;37;40;1;5;0
33;42;44;19;2;4;11;0
18;42;47;33;23;2;4;0
20;46;14;7;19;4;8;0
30;1;11;42;2;11;8;0
21;39;24;14;2;10;6;0
42;15;14;28;19;5;2;0
13;37;41;28;16;2;1;0
21;38;26;4;18;10;4;0
1;46;15;41;31;8;2;0
5;13;27;29;38;1;0;0
49;8;22;36;24;2;4;0
3;41;29;20;40;3;3;0
35;6;40;44;5;6;11;0
24;8;48;13;34;6;10;0
33;29;46;34;17;8;1;0
1;41;34;27;26;7;11;0
47;11;27;5;2;2;10;0
20;0;34;28;22;0;4;0
19;4;31;49;40;11;11;0
10;39;16;31;43;11;2;0
25;5;47;13;32;4;0;0
22;6;49;43;10;6;8;0
25;28;13;39;19;3;9;0
19;37;33;42;32;5;1;0
1;33;5;5;36;7;6;0
6;25;45;44;6;1;11;0
32;49;30;12;25;4;2;0
40;26;28;14;32;6;11;0
26;18;14;24;12;2;11;0
46;0;2;17;46;0;11;0
9;46;46;27;41;3;1;0
34;38;10;27;30;4;7;0
15;4;17;27;19;6;8;0
43;48;42;33;23;1;7;0
38;17;12;40;45;4;4;0
29;46;33;28;20;10;6;0
5;8;13;42;17;0;3;0
30;16;43;41;48;0;9;0
36;41;15;33;2;7;7;0
8;9;8;38;42;2;5;0
34;3;20;1;16;1;3;0
25;19;30;24;37;0;7;0
35;2;28;4;17;4;0;0
24;12;42;18;49;10;9;0
26;17;11;14;0;6;3;0
45;23;16;44;39;8;10;0
8;48;4;18;5;11;7;0
10;47;12;15;12;4;7;0
41;27;36;25;42;0;0;0
39;48;28;41;39;1;8;0
18;9;34;43;9;0;4;0
7;2;19;44;19;3;5;0
33;47;23;12;13;0;0;0
12;45;32;6;12;10;4;0
35;16;23;34;45;4;6;0
12;18;33;10;18;4;4;0
38;3;39;17;49;7;9;0
11;32;28;41;41;5;1;0
35;11;24;34;39;4;3;0
9;38;6;15;22;0;8;0
32;7;27;27;2;8;4;0
38;14;14;11;44;10;3;0
32;46;14;23;41;7;6;0
19;45;31;46;3;4;0;0
46;38;39;30;30;9;9;0
23;19;25;15;46;3;7;0
21;31;45;39;46;6;9;0
12;44;27;48;4;4;0;0
4;29;45;47;5;0;4;0
49;29;5;34;14;2;1;0
2;1;26;5;5;7;10;0
31;41;14;15;12;4;7;0
31;17;31;45;3;7;2;0
24;17;22;1;49;9;3;0
22;12;36;36;42;11;9;0
46;7;23;41;45;4;4;0
24;5;15;14;39;4;6;0
42;43;33;23;11;1;10;0
40;34;43;2;39;7;9;0
17;41;48;4;48;1;9;0
0;19;23;47;45;10;7;0
7;34;35;46;14;5;4;0
43;26;45;41;6;6;11;0
21;24;39;15;48;0;10;0
44;28;32;0;33;1;11;0
17;4;21;48;36;8;10;0
41;36;45;5;25;3;6;0
17;47;27;48;10;10;4;0
47;17;13;46;14;5;10;0
44;11;3;25;28;1;3;0
20;11;35;32;11;4;5;0
6;11;1;0;12;0;5;0
43;0;19;9;8;3;10;0
6;45;5;12;40;2;11;0
17;47;42;9;25;1;9;0
11;18;21;30;1;5;11;0
39;2;30;20;38;11;2;0
44;12;1;45;6;10;5;0
7;29;40;32;6;3;3;0
22;25;29;11;16;1;6;0
23;42;41;43;16;1;7;0
3;31;1;13;19;6;11;0
1;35;13;24;1;7;6;0
13;28;34;15;7;0;2;0
9;21;35;40;32;2;1;0
28;35;38;27;21;7;0;0
31;48;32;31;16;2;2;0
13;14;29;12;23;2;11;0
48;42;11;27;10;0;7;0
11;46;38;40;34;3;11;0
2;26;42;34;32;9;9;0
7;23;46;15;26;4;1;0
27;46;31;36;42;2;5;0
35;11;31;39;8;1;7;0
16;37;37;8;1;3;2;0
7;46;16;25;24;8;11;0
10;26;38;21;44;11;3;0
16;20;43;49;1;5;10;0
22;14;41;14;1;1;5;0
11;11;32;5;9;7;10;0
36;35;19;13;28;7;1;0
36;19;32;2;45;8;1;0
34;45;27;36;13;5;0;0
5;26;14;48;4;11;6;0
31;22;13;30;45;5;9;0
3;49;14;6;28;9;4;0
32;40;31;18;46;0;1;0
30;15;31;21;30;1;7;0
5;27;40;37;27;2;8;0
16;5;4;16;29;10;11;0
25;47;7;1;10;1;9;0
0;17;10;1;19;3;11;0
32;7;30;1;0;6;8;0
29;25;20;27;7;10;9;0
43;17;45;31;0;9;2;0
6;15;46;13;8;0;2;0
49;21;32;25;12;1;10;0
25;9;16;12;6;2;0;0
3;31;31;14;29;5;6;0
11;3;39;15;32;8;8;0
38;37;30;24;19;8;4;0
43;34;0;17;6;5;8;0
38;33;15;11;19;11;4;0
48;37;10;43;37;11;8;0
22;1;35;0;17;10;2;0
37;10;17;16;33;4;1;0
15;43;8;2;38;6;11;0
17;5;41;38;34;11;9;0
1;44;24;27;47;3;10;0
11;28;9;47;0;8;1;0
23;46;2;37;34;2;2;0
44;9;37;13;9;4;1;0
37;44;16;19;38;6;0;0
7;11;23;38;5;10;8;0
22;26;38;44;43;1;9;0
33;2;6;47;41;11;5;0
14;45;13;45;30;6;7;0
26;7;31;16;17;7;9;0
2;3;16;6;29;2;9;0
36;12;14;34;32;5;6;0
20;10;48;15;32;5;0;0
32;38;36;18;46;9;1;0
26;10;17;48;14;6;6;0
25;16;12;36;29;5;3;0
22;29;40;8;24;7;6;0
18;39;40;41;34;9;10;0
7;35;9;15;6;7;5;0
24;30;20;25;4;6;6;0
14;32;43;39;7;10;3;0
41;0;49;1;17;5;6;0
12;8;24;13;27;6;1;0
2;24;19;19;11;2;11;0
20;10;42;39;42;10;10;0
1;28;32;47;3;10;8;0
22;19;43;34;21;9;9;0
43;1;20;26;21;9;1;0
29;21;37;42;20;7;9;0
34;8;0;9;45;9;4;0
35;36;14;19;42;1;0;0
6;42;28;36;20;10;9;0
41;5;48;30;25;10;1;0
42;28;17;8;40;3;3;0
11;48;27;4;43;10;3;0
21;28;7;35;19;1;8;0
6;43;24;25;7;8;10;0
37;18;39;21;29;8;0;0
32;41;32;41;12;9;1;0
36;35;46;48;45;1;7;0
38;47;17;31;0;2;0;0
11;8;12;31;37;11;8;0
34;11;8;36;4;1;8;0
8;38;19;31;27;5;3;0
42;29;37;44;13;10;11;0
36;45;20;24;33;6;3;0
1;17;36;39;22;6;7;0
10;3;7;28;33;0;2;0
19;30;40;43;1;8;10;0
5;47;30;18;31;0;6;0
33;38;37;2;38;11;8;0
32;28;12;25;39;3;1;0
5;48;12;31;16;4;3;0
32;10;1;45;13;7;0;0
13;15;41;4;38;9;10;0
48;45;47;33;41;11;1;0
11;15;29;6;44;11;9;0
24;46;41;18;12;5;0;0
30;21;18;38;18;10;1;0
31;35;20;12;30;2;4;0
35;45;20;8;9;9;6;0
31;12;21;12;28;0;8;0
11;6;23;28;20;10;10;0
49;16;24;10;47;9;2;0
32;39;6;40;39;3;5;0
38;13;22;27;18;11;6;0
11;39;6;46;1;5;6;0
34;14;5;5;38;4;8;0
20;8;2;7;40;6;3;0
16;21;27;13;32;2;7;0
14;13;49;5;21;7;10;0
5;18;17;49;9;1;1;0
15;45;47;12;18;2;8;0
29;40;17;15;33;6;1;0
19;6;49;4;18;10;0;0
45;13;27;40;14;3;1;0
14;26;15;11;10;1;4;0
40;28;7;0;31;3;10;0
43;41;15;11;31;1;8;0
48;2;16;44;36;0;7;0
31;14;1;47;29;8;4;0
15;42;41;46;5;2;7;0
42;46;20;29;28;9;2;0
44;29;26;2;0;4;3;0
5;4;47;25;20;6;5;0
43;47;1;35;40;5;9;0
44;21;1;46;17;11;2;0
42;26;12;38;41;3;7;0
26;20;41;35;14;1;7;0
43;23;0;33;44;8;6;0
16;42;30;49;33;3;6;0
9;28;1;28;32;4;5;0
32;4;3;9;45;8;7;0
46;14;36;17;46;1;4;0
13;5;36;7;0;7;1;0
7;9;0;18;18;5;1;0
22;40;7;14;1;1;3;0
38;22;5;16;39;9;10;0
39;42;7;7;38;11;7;0
0;23;25;0;1;6;10;0
21;10;12;31;44;3;3;0
33;33;0;28;32;4;1;0
33;36;46;13;4;2;7;0
39;30;5;14;46;8;2;0
2;21;0;37;23;8;10;0
41;4;15;5;38;7;4;0
40;30;16;22;17;2;2;0
14;31;40;29;42;3;9;0
49;7;16;10;1;0;1;0
25;34;32;5;43;2;5;0
29;25;31;27;28;1;4;0
0;18;47;33;44;4;9;0
43;3;6;1;22;4;8;0
40;19;20;4;23;10;8;0
26;20;4;1;48;6;4;0
13;30;2;35;46;8;1;0
11;37;24;28;39;8;8;0
5;29;44;31;47;0;1;0
7;4;9;32;33;3;9;0
3;15;47;14;2;0;4;0
46;17;29;32;30;7;9;0
46;30;13;28;13;1;6;0
28;23;19;41;1;8;10;0
44;48;20;25;44;0;4;0
27;26;19;4;15;6;8;0
45;11;34;49;4;7;1;0
49;5;39;47;40;8;7;0
47;45;47;20;2;5;11;0
8;26;5;41;7;5;1;0
